doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct
14,pointed,11,point,,VBD,conj,VERB,False,True,False,False
14,to,12,to,,IN,prep,ADP,True,True,False,False
14,a,13,a,,DT,det,DET,True,True,False,False
14,pickup,14,pickup,,NN,pobj,NOUN,False,True,False,False
14,in,15,in,,IN,prep,ADP,True,True,False,False
14,the,16,the,,DT,det,DET,True,True,False,False
14,U.S.,17,U.S.,GPE,NNP,compound,PROPN,False,False,False,False
14,economy,18,economy,,NN,pobj,NOUN,False,True,False,False
14,in,19,in,,IN,prep,ADP,True,True,False,False
14,the,20,the,DATE,DT,det,DET,True,True,False,False
14,second,21,second,DATE,JJ,amod,ADJ,False,True,False,False
14,quarter,22,quarter,DATE,NN,pobj,NOUN,False,True,False,False
14,.,23,.,,.,punct,PUNCT,False,False,False,True
